time_s,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
8.38,3.031317,-0.557543,-1.641351,1.505337,-1.659818,-2.201802
8.4,3.031184,-0.556079,-1.643319,1.505213,-1.659893,-2.202314
8.42,3.031184,-0.556079,-1.643319,1.505213,-1.659893,-2.202314
8.44,3.030085,-0.543874,-1.659008,1.504248,-1.660549,-2.205863
8.46,3.027047,-0.509639,-1.699019,1.501905,-1.6626,-2.211815
8.48,3.025398,-0.490716,-1.71875,1.50084,-1.663866,-2.212715
8.5,3.025341,-0.490063,-1.719412,1.500805,-1.663911,-2.212728
8.52,3.025341,-0.490063,-1.719412,1.500805,-1.663911,-2.212728
8.54,3.024214,-0.476972,-1.732023,1.500171,-1.664848,-2.21231
8.56,3.021134,-0.440652,-1.763363,1.498804,-1.667674,-2.207497
8.58,3.019331,-0.418972,-1.779597,1.498264,-1.669519,-2.202145
8.6,3.019214,-0.417562,-1.780611,1.498234,-1.669642,-2.201754
8.62,3.019214,-0.417562,-1.780611,1.498234,-1.669642,-2.201754
8.64,3.018139,-0.404472,-1.789431,1.498024,-1.670821,-2.197537
8.66,3.015132,-0.367315,-1.811186,1.497843,-1.674388,-2.182274
8.68,3.013194,-0.342926,-1.822809,1.498076,-1.676908,-2.169589
8.7,3.013001,-0.340489,-1.823886,1.498111,-1.677165,-2.168236
8.72,3.013001,-0.340489,-1.823886,1.498111,-1.677165,-2.168236
8.74,3.011975,-0.327399,-1.829104,1.498381,-1.678586,-2.160402
8.76,3.009085,-0.29006,-1.840779,1.499626,-1.682843,-2.134823
8.78,3.007178,-0.264997,-1.845784,1.500901,-1.685874,-2.1148
8.8,3.006971,-0.262262,-1.846223,1.501058,-1.686211,-2.112506
8.82,3.006971,-0.262262,-1.846223,1.501058,-1.686211,-2.112506
8.84,3.005987,-0.249173,-1.847701,1.501909,-1.687859,-2.100903
8.86,3.003262,-0.212463,-1.848207,1.504907,-1.692665,-2.064682
8.88,3.001588,-0.189552,-1.845429,1.507312,-1.695804,-2.038947
8.9,3.001454,-0.187713,-1.845123,1.507519,-1.69606,-2.036798
8.92,3.001454,-0.187713,-1.845123,1.507519,-1.69606,-2.036798
8.94,3.000509,-0.174625,-1.842119,1.509141,-1.697908,-2.020661
8.96,2.998061,-0.140236,-1.829253,1.514279,-1.702917,-1.973223
8.98,2.996853,-0.122937,-1.819389,1.517461,-1.705521,-1.945919
9.0,2.996818,-0.122445,-1.819083,1.517556,-1.705596,-1.945117
9.02,2.996818,-0.122445,-1.819083,1.517556,-1.705596,-1.945117
9.04,2.99604,-0.111134,-1.810876,1.519943,-1.707332,-1.925482
9.06,2.994247,-0.084418,-1.78483,1.526725,-1.711521,-1.872349
9.08,2.993458,-0.072216,-1.768464,1.530575,-1.713477,-1.84355
9.1,2.993431,-0.071782,-1.767838,1.530719,-1.713547,-1.842481
9.12,2.993431,-0.071782,-1.767838,1.530719,-1.713547,-1.842481
9.14,2.992973,-0.064454,-1.755701,1.533413,-1.714735,-1.822846
9.16,2.991995,-0.047706,-1.718561,1.541086,-1.717483,-1.768446
9.18,2.991616,-0.040174,-1.69391,1.545796,-1.718735,-1.735934
9.2,2.991595,-0.039737,-1.692258,1.546104,-1.718808,-1.733823
9.22,2.991595,-0.039737,-1.692258,1.546104,-1.718808,-1.733823
9.24,2.991453,-0.036252,-1.676558,1.548951,-1.719391,-1.714434
9.26,2.991331,-0.030108,-1.631151,1.556692,-1.720426,-1.662315
9.28,2.99147,-0.028673,-1.598453,1.56186,-1.720673,-1.627795
9.3,2.991499,-0.028622,-1.593846,1.562566,-1.720682,-1.623085
9.32,2.991499,-0.028622,-1.593846,1.562566,-1.720682,-1.623085
9.34,2.991632,-0.028806,-1.578146,1.564918,-1.720655,-1.607392
9.36,2.992201,-0.031679,-1.531112,1.571594,-1.720188,-1.562732
9.38,2.992931,-0.037092,-1.487068,1.577379,-1.719306,-1.523671
9.4,2.993172,-0.03908,-1.474268,1.578985,-1.718983,-1.512741
9.42,2.993172,-0.03908,-1.474268,1.578985,-1.718983,-1.512741
9.44,2.993488,-0.041787,-1.458567,1.580903,-1.718545,-1.499607
9.46,2.994529,-0.051339,-1.411463,1.586373,-1.717011,-1.461663
9.48,2.995861,-0.064457,-1.357904,1.59212,-1.714935,-1.420824
9.5,2.996458,-0.07059,-1.335372,1.594402,-1.713976,-1.404271
9.52,2.996478,-0.070794,-1.334629,1.594477,-1.713944,-1.403728
9.54,2.996478,-0.070794,-1.334629,1.594477,-1.713944,-1.403728
9.56,2.996908,-0.075325,-1.318929,1.596007,-1.713241,-1.392458
9.58,2.998241,-0.089751,-1.271828,1.600401,-1.71103,-1.359503
9.6,3.000052,-0.110295,-1.210735,1.605648,-1.707951,-1.318639
9.62,3.001018,-0.121678,-1.178992,1.608191,-1.706279,-1.298136
9.64,3.001143,-0.123166,-1.174894,1.608515,-1.706062,-1.295509
9.66,3.001143,-0.123166,-1.174894,1.608515,-1.706062,-1.295509
9.68,3.001627,-0.129017,-1.159194,1.609714,-1.705214,-1.285595
9.7,3.003088,-0.147094,-1.112094,1.613168,-1.702632,-1.256394
9.72,3.005196,-0.174427,-1.044518,1.617732,-1.698835,-1.215939
9.74,3.006484,-0.19191,-1.003057,1.620327,-1.696471,-1.191854
9.76,3.006811,-0.196424,-0.99249,1.62097,-1.695867,-1.185776
9.78,3.006811,-0.196424,-0.99249,1.62097,-1.695867,-1.185776
9.8,3.007294,-0.203236,-0.97679,1.621896,-1.694966,-1.176853
9.82,3.00873,-0.223982,-0.92969,1.624577,-1.69226,-1.150405
9.84,3.010915,-0.257411,-0.856034,1.628464,-1.688033,-1.110065
9.86,3.012454,-0.282489,-0.802198,1.631098,-1.684963,-1.081245
9.88,3.01308,-0.293063,-0.779762,1.632155,-1.68369,-1.069362
9.9,3.0131,-0.293403,-0.77904,1.632189,-1.683649,-1.068979
9.92,3.0131,-0.293403,-0.77904,1.632189,-1.683649,-1.068979
9.94,3.013527,-0.300873,-0.76334,1.632905,-1.682764,-1.060736
9.96,3.014781,-0.323426,-0.71624,1.635003,-1.680122,-1.036157
9.98,3.016742,-0.361514,-0.637811,1.638302,-1.67579,-0.995781
10.0,3.018465,-0.398652,-0.56227,1.641299,-1.671706,-0.957366
10.02,3.019389,-0.420486,-0.51813,1.642987,-1.669361,-0.935059
10.04,3.019653,-0.426864,-0.50525,1.643476,-1.668679,-0.928557
10.06,3.019653,-0.426864,-0.50525,1.643476,-1.668679,-0.928557
10.08,3.019952,-0.434655,-0.48955,1.644061,-1.667859,-0.92065
10.1,3.020819,-0.458035,-0.44245,1.645803,-1.665412,-0.896938
10.12,3.021989,-0.49368,-0.37063,1.648416,-1.661744,-0.860782
10.14,3.022685,-0.518206,-0.321096,1.650202,-1.659254,-0.835792
10.16,3.022931,-0.52718,-0.302962,1.650854,-1.658346,-0.826638
10.18,3.022932,-0.527227,-0.302867,1.650858,-1.658341,-0.82659
