time_s,fz_N,velocity_mps,state,surface
57.75,-5.9953,0.1998,CONTACT,MIR
57.8,-6.0171,0.0,CONTACT,MIR
57.85,-5.7227,0.0,CONTACT,MIR
57.9,-6.5075,0.1831,CONTACT,MIR
57.95,-6.291,0.0,CONTACT,MIR
58.0,-6.2448,0.0,CONTACT,MIR
58.05,-6.0801,0.1973,CONTACT,MIR
58.1,-6.0337,0.0,CONTACT,MIR
58.15,-6.2843,0.0,CONTACT,MIR
58.2,-6.1798,0.194,CONTACT,MIR
58.25,-6.135,0.0,CONTACT,MIR
58.3,-5.4714,0.0,CONTACT,MIR
58.35,-5.6025,0.1868,CONTACT,MIR
58.4,-6.0769,0.0,CONTACT,MIR
58.45,-6.0672,0.0,CONTACT,MIR
58.5,-6.2244,0.1925,CONTACT,MIR
58.55,-6.3614,0.0,CONTACT,MIR
58.6,-6.0032,0.0,CONTACT,MIR
58.65,-6.1794,0.194,CONTACT,MIR
58.7,-5.975,0.0,CONTACT,MIR
58.75,-6.2781,0.0,CONTACT,MIR
58.8,-6.1104,0.1963,CONTACT,MIR
58.85,-5.9138,0.0,CONTACT,MIR
58.9,-5.8702,0.0,CONTACT,MIR
58.95,-5.86,0.1953,CONTACT,MIR
59.0,-6.2218,0.0,CONTACT,MIR
59.05,-5.7868,0.0,CONTACT,MIR
59.1,-6.1178,0.1961,CONTACT,MIR
59.15,-5.8261,0.0,CONTACT,MIR
59.2,-5.9548,0.0,CONTACT,MIR
59.25,-6.2279,0.1924,CONTACT,MIR
59.3,-6.0156,0.0,CONTACT,MIR
59.35,-5.8792,0.0,CONTACT,MIR
59.4,-5.8297,0.1943,CONTACT,MIR
59.45,-5.9915,0.0,CONTACT,MIR
59.5,-5.657,0.0,CONTACT,MIR
59.55,-5.7618,0.1921,CONTACT,MIR
59.6,-6.0383,0.0,CONTACT,MIR
59.65,-5.8369,0.0,CONTACT,MIR
59.7,-5.6002,0.1867,CONTACT,MIR
59.75,-5.6158,0.0,CONTACT,MIR
59.8,-6.2535,0.0,CONTACT,MIR
59.85,-6.1932,0.1936,CONTACT,MIR
59.9,-5.7084,0.0,CONTACT,MIR
59.95,-6.2171,0.0,CONTACT,MIR
60.0,-6.2699,0.191,CONTACT,MIR
60.05,-6.0948,0.0,CONTACT,MIR
60.1,-5.9135,0.0,CONTACT,MIR
60.15,-6.0181,0.1994,CONTACT,MIR
60.2,-6.1266,0.0,CONTACT,MIR
60.25,-6.1314,0.0,CONTACT,MIR
60.3,-6.139,0.1954,CONTACT,MIR
60.35,-6.1566,0.0,CONTACT,MIR
60.4,-5.5243,0.0,CONTACT,MIR
60.45,-5.9212,0.1974,CONTACT,MIR
60.5,-5.8192,0.0,CONTACT,MIR
60.55,-6.0944,0.0,CONTACT,MIR
60.6,-6.0338,0.1989,CONTACT,MIR
60.65,-6.1414,0.0,CONTACT,MIR
60.7,-6.529,0.0,CONTACT,MIR
60.75,-6.2743,0.1909,CONTACT,MIR
60.8,-6.323,0.0,CONTACT,MIR
60.85,-6.4108,0.0,CONTACT,MIR
60.9,-6.2,0.1933,CONTACT,MIR
60.95,-5.6585,0.0,CONTACT,MIR
61.0,-5.9324,0.0,CONTACT,MIR
61.05,-5.6654,0.1888,CONTACT,MIR
61.1,-5.8711,0.0,CONTACT,MIR
61.15,-5.7968,0.0,CONTACT,MIR
61.2,-6.1335,0.1956,CONTACT,MIR
61.25,-5.8564,0.0,CONTACT,MIR
61.3,-5.8155,0.0,CONTACT,MIR
61.35,-6.0766,0.1974,CONTACT,MIR
61.4,-5.8594,0.0,CONTACT,MIR
61.45,-5.8581,0.0,CONTACT,MIR
61.5,-6.0812,0.1973,CONTACT,MIR
61.55,-6.2039,0.0,CONTACT,MIR
61.6,-6.2162,0.0,CONTACT,MIR
61.65,-5.962,0.1987,CONTACT,MIR
61.7,-5.8987,0.0,CONTACT,MIR
61.75,-6.1226,0.0,CONTACT,MIR
61.8,-5.9587,0.1986,CONTACT,MIR
61.85,-5.8508,0.0,CONTACT,MIR
61.9,-5.8412,0.0,CONTACT,MIR
61.95,-5.6545,0.1885,CONTACT,MIR
62.0,-5.7356,0.0,CONTACT,MIR
62.05,-6.1913,0.0,CONTACT,MIR
62.1,-5.6543,0.1885,CONTACT,MIR
62.15,-6.114,0.0,CONTACT,MIR
62.2,-5.7988,0.0,CONTACT,MIR
62.25,-5.9942,0.1998,CONTACT,MIR
62.3,-6.0939,0.0,CONTACT,MIR
62.35,-6.373,0.0,CONTACT,MIR
62.4,-6.0458,0.1985,CONTACT,MIR
62.45,-6.3028,0.0,CONTACT,MIR
62.5,-5.7975,0.0,CONTACT,MIR
62.55,-5.6876,0.1896,CONTACT,MIR
62.6,-6.1588,0.0,CONTACT,MIR
62.65,-5.9391,0.0,CONTACT,MIR
62.7,-6.1445,0.1952,CONTACT,MIR
62.75,-6.1155,0.0,CONTACT,MIR
62.8,-5.8349,0.0,CONTACT,MIR
62.85,-5.9975,0.1999,CONTACT,MIR
62.9,-5.6439,0.0,CONTACT,MIR
62.95,-6.0883,0.0,CONTACT,MIR
63.0,-5.792,0.1931,CONTACT,MIR
63.05,-5.9914,0.0,CONTACT,MIR
63.1,-5.8517,0.0,CONTACT,MIR
63.15,-6.1003,0.1967,CONTACT,MIR
63.2,-6.0231,0.0,CONTACT,MIR
63.25,-6.0362,0.0,CONTACT,MIR
63.3,-6.1804,0.194,CONTACT,MIR
63.35,-5.8711,0.0,CONTACT,MIR
63.4,-5.8735,0.0,CONTACT,MIR
63.45,-5.8848,0.1962,CONTACT,MIR
63.5,-5.711,0.0,CONTACT,MIR
63.55,-5.7285,0.0,CONTACT,MIR
63.6,-6.0934,0.1969,CONTACT,MIR
63.65,-5.9625,0.0,CONTACT,MIR
63.7,-6.1618,0.0,CONTACT,MIR
63.75,-6.0324,0.1989,CONTACT,MIR
63.8,-6.1507,0.0,CONTACT,MIR
63.85,-5.7068,0.0,CONTACT,MIR
63.9,-5.9581,0.1986,CONTACT,MIR
63.95,-6.0818,0.0,CONTACT,MIR
64.0,-5.7994,0.0,CONTACT,MIR
64.05,-6.4723,0.1843,CONTACT,MIR
64.1,-6.4269,0.0,CONTACT,MIR
64.15,-5.8649,0.0,CONTACT,MIR
64.2,-6.0119,0.1996,CONTACT,MIR
64.25,-5.9618,0.0,CONTACT,MIR
64.3,-6.2772,0.0,CONTACT,MIR
64.35,-6.0165,0.1994,CONTACT,MIR
64.4,-5.601,0.0,CONTACT,MIR
64.45,-5.8368,0.0,CONTACT,MIR
64.5,-5.9677,0.1989,CONTACT,MIR
64.55,-6.1133,0.0,CONTACT,MIR
64.6,-6.1044,0.0,CONTACT,MIR
64.65,-6.4513,0.185,CONTACT,MIR
64.7,-5.9472,0.0,CONTACT,MIR
64.75,-5.8296,0.0,CONTACT,MIR
64.8,-6.3138,0.1895,CONTACT,MIR
64.85,-6.1274,0.0,CONTACT,MIR
64.9,-6.2266,0.0,CONTACT,MIR
64.95,-6.1881,0.1937,CONTACT,MIR
65.0,-5.9627,0.0,CONTACT,MIR
65.05,-6.3903,0.0,CONTACT,MIR
65.1,-5.8505,0.195,CONTACT,MIR
65.15,-5.8145,0.0,CONTACT,MIR
65.2,-6.0155,0.0,CONTACT,MIR
65.25,-6.4614,0.1846,CONTACT,MIR
65.3,-6.1529,0.0,CONTACT,MIR
65.35,-5.707,0.0,CONTACT,MIR
65.4,-6.5092,0.183,CONTACT,MIR
65.45,-6.0083,0.0,CONTACT,MIR
65.5,-6.1748,0.0,CONTACT,MIR
65.55,-5.7779,0.1926,CONTACT,MIR
65.6,-6.0754,0.0,CONTACT,MIR
65.65,-5.8596,0.0,CONTACT,MIR
65.7,-5.8273,0.1942,CONTACT,MIR
65.75,-5.5826,0.0,CONTACT,MIR
65.8,-5.9905,0.0,CONTACT,MIR
65.85,-5.8747,0.1958,CONTACT,MIR
65.9,-6.269,0.0,CONTACT,MIR
65.95,-5.7339,0.0,CONTACT,MIR
66.0,-6.1241,0.1959,CONTACT,MIR
66.05,-6.0791,0.0,CONTACT,MIR
66.1,-5.9714,0.0,CONTACT,MIR
66.15,-6.2795,0.1907,CONTACT,MIR
66.2,-5.908,0.0,CONTACT,MIR
66.25,-5.7602,0.0,CONTACT,MIR
66.3,-5.8951,0.1965,CONTACT,MIR
66.35,-6.289,0.0,CONTACT,MIR
66.4,-5.9959,0.0,CONTACT,MIR
66.45,-5.8228,0.1941,CONTACT,MIR
66.5,-6.3425,0.0,CONTACT,MIR
66.55,-6.1818,0.0,CONTACT,MIR
66.6,-5.7916,0.1931,CONTACT,MIR
66.65,-5.9002,0.0,CONTACT,MIR
66.7,-5.8718,0.0,CONTACT,MIR
66.75,-5.5823,0.1861,CONTACT,MIR
66.8,-5.8863,0.0,CONTACT,MIR
66.85,-5.8485,0.0,CONTACT,MIR
66.9,-5.4379,0.1813,CONTACT,MIR
66.95,-6.0559,0.0,CONTACT,MIR
67.0,-6.1727,0.0,CONTACT,MIR
67.05,-5.9276,0.1976,CONTACT,MIR
67.1,-5.9191,0.0,CONTACT,MIR
67.15,-6.1122,0.0,CONTACT,MIR
67.2,-6.2134,0.1929,CONTACT,MIR
67.25,-5.5351,0.0,CONTACT,MIR
67.3,-5.9317,0.0,CONTACT,MIR
67.35,-6.1436,0.1952,CONTACT,MIR
67.4,-5.8295,0.0,CONTACT,MIR
67.45,-6.0345,0.0,CONTACT,MIR
67.5,-6.0633,0.1979,CONTACT,MIR
67.55,-5.9031,0.0,CONTACT,MIR
67.6,-6.274,0.0,CONTACT,MIR
67.65,-5.9451,0.1982,CONTACT,MIR
67.7,-5.6281,0.0,CONTACT,MIR
67.75,-5.9175,0.0,CONTACT,MIR
67.8,-6.086,0.1971,CONTACT,MIR
67.85,-6.1269,0.0,CONTACT,MIR
67.9,-6.1075,0.0,CONTACT,MIR
67.95,-6.0762,0.1975,CONTACT,MIR
68.0,-6.0886,0.0,CONTACT,MIR
68.05,-5.8298,0.0,CONTACT,MIR
68.1,-6.3597,0.188,CONTACT,MIR
68.15,-5.8295,0.0,CONTACT,MIR
68.2,-6.0778,0.0,CONTACT,MIR
68.25,-5.9265,0.1976,CONTACT,MIR
68.3,-6.2339,0.0,CONTACT,MIR
68.35,-5.7428,0.0,CONTACT,MIR
68.4,-5.7594,0.192,CONTACT,MIR
68.45,-5.8272,0.0,CONTACT,MIR
68.5,-6.3221,0.0,CONTACT,MIR
68.55,-5.8533,0.1951,CONTACT,MIR
68.6,-5.938,0.0,CONTACT,MIR
68.65,-6.3401,0.1887,CONTACT,MIR
68.7,-6.0235,0.1992,CONTACT,MIR
68.75,-5.9452,0.1982,CONTACT,MIR
68.8,-5.9065,0.1969,CONTACT,MIR
68.85,-5.9821,0.1994,CONTACT,MIR
68.9,-5.9591,0.1986,CONTACT,MIR
68.95,-5.7225,0.1908,CONTACT,MIR
69.0,-5.7725,0.1924,CONTACT,MIR
69.05,-6.592,0.1803,CONTACT,MIR
69.1,-6.0817,0.1973,CONTACT,MIR
69.15,-6.0506,0.1983,CONTACT,MIR
69.2,-6.3674,0.1878,CONTACT,MIR
69.25,-5.9966,0.1999,CONTACT,MIR
69.3,-5.764,0.1921,CONTACT,MIR
69.35,-6.2302,0.1923,CONTACT,MIR
69.4,-5.944,0.1981,CONTACT,MIR
69.45,-6.1929,0.1936,CONTACT,MIR
69.5,-6.142,0.1953,CONTACT,MIR
69.55,-5.7093,0.1903,CONTACT,MIR
69.6,-6.1119,0.1963,CONTACT,MIR
69.65,-5.9089,0.197,CONTACT,MIR
69.7,-6.3741,0.1875,CONTACT,MIR
69.75,-5.6234,0.1874,CONTACT,MIR
69.8,-5.8745,0.1958,CONTACT,MIR
69.85,-6.0321,0.1989,CONTACT,MIR
69.9,-5.8805,0.196,CONTACT,MIR
69.95,-6.2805,0.1906,CONTACT,MIR
70.0,-5.7526,0.0,CONTACT,MIR
70.05,-6.0539,0.0,CONTACT,MIR
70.1,-6.03,0.199,CONTACT,MIR
70.15,-6.094,0.0,CONTACT,MIR
70.2,-6.1118,0.0,CONTACT,MIR
70.25,-5.8568,0.1952,CONTACT,MIR
70.3,-5.942,0.0,CONTACT,MIR
70.35,-5.8628,0.0,CONTACT,MIR
70.4,-5.9949,0.1998,CONTACT,MIR
70.45,-5.8986,0.0,CONTACT,MIR
70.5,-6.085,0.0,CONTACT,MIR
70.55,-5.5552,0.1852,CONTACT,MIR
70.6,-6.3332,0.0,CONTACT,MIR
70.65,-5.7675,0.0,CONTACT,MIR
70.7,-5.7461,0.1915,CONTACT,MIR
70.75,-6.1962,0.0,CONTACT,MIR
70.8,-5.5799,0.0,CONTACT,MIR
70.85,-5.8267,0.1942,CONTACT,MIR
70.9,-5.8474,0.0,CONTACT,MIR
70.95,-6.0361,0.0,CONTACT,MIR
71.0,-6.0851,0.1972,CONTACT,MIR
71.05,-6.0848,0.0,CONTACT,MIR
71.1,-5.9648,0.0,CONTACT,MIR
71.15,-5.7627,0.1921,CONTACT,MIR
71.2,-6.0142,0.0,CONTACT,MIR
71.25,-6.2327,0.0,CONTACT,MIR
71.3,-5.8855,0.1962,CONTACT,MIR
71.35,-5.8609,0.0,CONTACT,MIR
71.4,-5.9142,0.0,CONTACT,MIR
71.45,-5.896,0.1965,CONTACT,MIR
71.5,-6.1125,0.0,CONTACT,MIR
71.55,-6.2441,0.0,CONTACT,MIR
71.6,-6.2319,0.1923,CONTACT,MIR
71.65,-6.3618,0.0,CONTACT,MIR
71.7,-5.9874,0.0,CONTACT,MIR
71.75,-6.0514,0.1983,CONTACT,MIR
71.8,-6.1067,0.0,CONTACT,MIR
71.85,-6.6098,0.0,CONTACT,MIR
71.9,-6.2682,0.1911,CONTACT,MIR
71.95,-5.7552,0.0,CONTACT,MIR
72.0,-6.1123,0.0,CONTACT,MIR
72.05,-5.9072,0.1969,CONTACT,MIR
72.1,-6.2665,0.0,CONTACT,MIR
72.15,-5.7006,0.0,CONTACT,MIR
72.2,-6.0172,0.1994,CONTACT,MIR
72.25,-5.931,0.0,CONTACT,MIR
72.3,-5.5238,0.0,CONTACT,MIR
72.35,-5.6857,0.1895,CONTACT,MIR
72.4,-6.0847,0.0,CONTACT,MIR
72.45,-6.142,0.0,CONTACT,MIR
72.5,-6.0885,0.1971,CONTACT,MIR
72.55,-5.9088,0.0,CONTACT,MIR
72.6,-6.0318,0.0,CONTACT,MIR
72.65,-6.0898,0.197,CONTACT,MIR
72.7,-5.7161,0.0,CONTACT,MIR
72.75,-6.0324,0.0,CONTACT,MIR
72.8,-5.5496,0.185,CONTACT,MIR
72.85,-6.0195,0.0,CONTACT,MIR
72.9,-5.6805,0.0,CONTACT,MIR
72.95,-5.9661,0.1989,CONTACT,MIR
73.0,-5.8584,0.0,CONTACT,MIR
73.05,-6.1959,0.0,CONTACT,MIR
73.1,-6.2217,0.1926,CONTACT,MIR
73.15,-5.948,0.0,CONTACT,MIR
73.2,-5.8422,0.0,CONTACT,MIR
73.25,-6.0319,0.1989,CONTACT,MIR
73.3,-6.3043,0.0,CONTACT,MIR
73.35,-6.3191,0.0,CONTACT,MIR
73.4,-6.3325,0.1889,CONTACT,MIR
73.45,-6.3623,0.0,CONTACT,MIR
73.5,-5.9869,0.0,CONTACT,MIR
73.55,-5.7838,0.1928,CONTACT,MIR
73.6,-6.0062,0.0,CONTACT,MIR
73.65,-6.4556,0.0,CONTACT,MIR
73.7,-6.0416,0.1986,CONTACT,MIR
73.75,-6.0159,0.0,CONTACT,MIR
73.8,-5.5642,0.0,CONTACT,MIR
73.85,-6.2748,0.1908,CONTACT,MIR
73.9,-6.0673,0.0,CONTACT,MIR
73.95,-5.648,0.0,CONTACT,MIR
74.0,-5.8992,0.1966,CONTACT,MIR
74.05,-5.8919,0.0,CONTACT,MIR
74.1,-5.9817,0.0,CONTACT,MIR
74.15,-5.9386,0.198,CONTACT,MIR
74.2,-5.8566,0.0,CONTACT,MIR
74.25,-6.174,0.0,CONTACT,MIR
74.3,-5.8365,0.1945,CONTACT,MIR
74.35,-6.292,0.0,CONTACT,MIR
74.4,-5.9517,0.0,CONTACT,MIR
74.45,-5.9817,0.1994,CONTACT,MIR
74.5,-6.1317,0.0,CONTACT,MIR
74.55,-6.0129,0.0,CONTACT,MIR
74.6,-6.1329,0.1956,CONTACT,MIR
74.65,-6.2116,0.0,CONTACT,MIR
74.7,-6.068,0.0,CONTACT,MIR
74.75,-6.2181,0.1927,CONTACT,MIR
74.8,-5.9128,0.0,CONTACT,MIR
74.85,-6.2074,0.0,CONTACT,MIR
74.9,-5.835,0.1945,CONTACT,MIR
74.95,-6.2155,0.0,CONTACT,MIR
75.0,-6.0924,0.0,CONTACT,MIR
75.05,-6.1041,0.1965,CONTACT,MIR
75.1,-5.6977,0.0,CONTACT,MIR
75.15,-5.8966,0.0,CONTACT,MIR
75.2,-6.005,0.1998,CONTACT,MIR
75.25,-5.879,0.0,CONTACT,MIR
75.3,-6.4002,0.0,CONTACT,MIR
75.35,-5.9873,0.1996,CONTACT,MIR
75.4,-5.5686,0.0,CONTACT,MIR
75.45,-5.9416,0.0,CONTACT,MIR
75.5,-5.9545,0.1985,CONTACT,MIR
75.55,-5.8799,0.0,CONTACT,MIR
75.6,-5.8104,0.0,CONTACT,MIR
75.65,-6.389,0.187,CONTACT,MIR
75.7,-6.3228,0.0,CONTACT,MIR
75.75,-5.9443,0.0,CONTACT,MIR
75.8,-6.1293,0.1957,CONTACT,MIR
75.85,-5.7081,0.0,CONTACT,MIR
75.9,-6.0335,0.0,CONTACT,MIR
75.95,-6.3574,0.1881,CONTACT,MIR
76.0,-6.2201,0.0,CONTACT,MIR
76.05,-6.5164,0.0,CONTACT,MIR
76.1,-6.0133,0.1996,CONTACT,MIR
76.15,-5.9742,0.0,CONTACT,MIR
76.2,-6.0214,0.0,CONTACT,MIR
76.25,-5.7207,0.1907,CONTACT,MIR
76.3,-5.7082,0.0,CONTACT,MIR
76.35,-5.9819,0.0,CONTACT,MIR
76.4,-6.3748,0.1875,CONTACT,MIR
76.45,-5.8218,0.0,CONTACT,MIR
76.5,-5.8342,0.0,CONTACT,MIR
76.55,-5.8834,0.1961,CONTACT,MIR
76.6,-5.7674,0.0,CONTACT,MIR
76.65,-6.1967,0.0,CONTACT,MIR
76.7,-5.5619,0.1854,CONTACT,MIR
76.75,-6.1745,0.0,CONTACT,MIR
76.8,-5.8328,0.0,CONTACT,MIR
76.85,-6.3201,0.1893,CONTACT,MIR
76.9,-6.1556,0.0,CONTACT,MIR
76.95,-5.6663,0.0,CONTACT,MIR
77.0,-6.0217,0.1993,CONTACT,MIR
77.05,-5.8078,0.0,CONTACT,MIR
77.1,-5.9284,0.0,CONTACT,MIR
77.15,-5.9968,0.1999,CONTACT,MIR
77.2,-5.7137,0.0,CONTACT,MIR
77.25,-6.0338,0.0,CONTACT,MIR
77.3,-6.3426,0.1886,CONTACT,MIR
77.35,-6.1435,0.0,CONTACT,MIR
77.4,-5.8726,0.0,CONTACT,MIR
77.45,-5.9038,0.1968,CONTACT,MIR
77.5,-6.2995,0.0,CONTACT,MIR
77.55,-6.1309,0.0,CONTACT,MIR
77.6,-6.1024,0.1966,CONTACT,MIR
77.65,-6.0379,0.0,CONTACT,MIR
77.7,-6.2399,0.0,CONTACT,MIR
77.75,-6.0904,0.197,CONTACT,MIR
77.8,-6.0958,0.0,CONTACT,MIR
77.85,-5.7957,0.0,CONTACT,MIR
77.9,-5.7882,0.1929,CONTACT,MIR
77.95,-5.992,0.0,CONTACT,MIR
78.0,-6.0413,0.0,CONTACT,MIR
78.05,-5.9349,0.1978,CONTACT,MIR
78.1,-6.1274,0.0,CONTACT,MIR
78.15,-6.1935,0.0,CONTACT,MIR
78.2,-6.1522,0.1949,CONTACT,MIR
78.25,-6.0722,0.0,CONTACT,MIR
78.3,-6.1779,0.0,CONTACT,MIR
78.35,-5.9128,0.1971,CONTACT,MIR
78.4,-5.7927,0.0,CONTACT,MIR
78.45,-6.2561,0.0,CONTACT,MIR
78.5,-5.9337,0.1978,CONTACT,MIR
78.55,-5.9834,0.0,CONTACT,MIR
78.6,-5.8711,0.0,CONTACT,MIR
78.65,-5.942,0.1981,CONTACT,MIR
78.7,-6.2382,0.0,CONTACT,MIR
78.75,-6.2,0.0,CONTACT,MIR
78.8,-5.9416,0.1981,CONTACT,MIR
78.85,-5.7266,0.0,CONTACT,MIR
78.9,-6.3752,0.0,CONTACT,MIR
78.95,-5.8632,0.1954,CONTACT,MIR
79.0,-5.6958,0.0,CONTACT,MIR
79.05,-5.9643,0.0,CONTACT,MIR
79.1,-5.8237,0.1941,CONTACT,MIR
79.15,-6.095,0.0,CONTACT,MIR
79.2,-5.9783,0.0,CONTACT,MIR
79.25,-6.2786,0.1907,CONTACT,MIR
79.3,-6.4092,0.0,CONTACT,MIR
79.35,-5.7518,0.0,CONTACT,MIR
79.4,-6.1373,0.1954,CONTACT,MIR
79.45,-6.0195,0.0,CONTACT,MIR
79.5,-6.2057,0.0,CONTACT,MIR
79.55,-6.2104,0.193,CONTACT,MIR
79.6,-5.9457,0.0,CONTACT,MIR
79.65,-6.0569,0.0,CONTACT,MIR
79.7,-5.8354,0.1945,CONTACT,MIR
79.75,-5.8269,0.0,CONTACT,MIR
79.8,-5.8533,0.0,CONTACT,MIR
79.85,-5.8697,0.1957,CONTACT,MIR
79.9,-5.6199,0.0,CONTACT,MIR
79.95,-6.149,0.0,CONTACT,MIR
80.0,-5.9464,0.1982,CONTACT,MIR
80.05,-5.7203,0.0,CONTACT,MIR
80.1,-5.6939,0.0,CONTACT,MIR
80.15,-6.2312,0.1923,CONTACT,MIR
80.2,-6.0235,0.0,CONTACT,MIR
80.25,-5.6894,0.0,CONTACT,MIR
80.3,-5.8594,0.1953,CONTACT,MIR
80.35,-5.9391,0.0,CONTACT,MIR
80.4,-6.0217,0.0,CONTACT,MIR
80.45,-6.0549,0.1982,CONTACT,MIR
80.5,-5.9199,0.0,CONTACT,MIR
80.55,-6.028,0.0,CONTACT,MIR
80.6,-5.986,0.1995,CONTACT,MIR
80.65,-5.9644,0.0,CONTACT,MIR
80.7,-6.1158,0.0,CONTACT,MIR
80.75,-5.8737,0.1958,CONTACT,MIR
80.8,-5.3991,0.0,CONTACT,MIR
80.85,-6.3374,0.0,CONTACT,MIR
80.9,-5.9172,0.1972,CONTACT,MIR
80.95,-6.1479,0.0,CONTACT,MIR
81.0,-5.8804,0.0,CONTACT,MIR
81.05,-5.9865,0.1996,CONTACT,MIR
81.1,-5.8429,0.0,CONTACT,MIR
81.15,-5.7601,0.0,CONTACT,MIR
81.2,-5.9568,0.1986,CONTACT,MIR
81.25,-5.7864,0.0,CONTACT,MIR
81.3,-6.4817,0.1839,CONTACT,MIR
81.35,-5.684,0.0,CONTACT,MIR
81.4,-5.9271,0.1976,CONTACT,MIR
81.45,-5.8021,0.0,CONTACT,MIR
81.5,-6.2617,0.1913,CONTACT,MIR
81.55,-6.1813,0.0,CONTACT,MIR
81.6,-5.9859,0.1995,CONTACT,MIR
81.65,-6.0119,0.0,CONTACT,MIR
81.7,-5.9518,0.1984,CONTACT,MIR
81.75,-5.793,0.0,CONTACT,MIR
81.8,-6.3629,0.1879,CONTACT,MIR
81.85,-5.8089,0.0,CONTACT,MIR
81.9,-6.002,0.1999,CONTACT,MIR
81.95,-6.052,0.0,CONTACT,MIR
82.0,-6.3054,0.1898,CONTACT,MIR
82.05,-5.8963,0.0,CONTACT,MIR
82.1,-6.4797,0.184,CONTACT,MIR
82.15,-5.8522,0.0,CONTACT,MIR
82.2,-6.2803,0.1907,CONTACT,MIR
82.25,-5.9659,0.0,CONTACT,MIR
82.3,-6.0004,0.2,CONTACT,MIR
82.35,-5.744,0.0,CONTACT,MIR
82.4,-6.0137,0.1995,CONTACT,MIR
82.45,-6.1265,0.0,CONTACT,MIR
82.5,-6.0889,0.197,CONTACT,MIR
82.55,-5.7244,0.0,CONTACT,MIR
82.6,-5.8717,0.1957,CONTACT,MIR
82.65,-6.0723,0.0,CONTACT,MIR
82.7,-6.0425,0.1986,CONTACT,MIR
82.75,-6.304,0.0,CONTACT,MIR
82.8,-5.9129,0.1971,CONTACT,MIR
82.85,-6.3339,0.0,CONTACT,MIR
82.9,-5.8315,0.1944,CONTACT,MIR
82.95,-5.9496,0.0,CONTACT,MIR
83.0,-5.4979,0.1833,CONTACT,MIR
83.05,-6.2174,0.0,CONTACT,MIR
83.1,-6.0179,0.1994,CONTACT,MIR
83.15,-5.6283,0.0,CONTACT,MIR
83.2,-5.7497,0.1917,CONTACT,MIR
83.25,-6.1521,0.0,CONTACT,MIR
83.3,-5.9681,0.1989,CONTACT,MIR
83.35,-6.0076,0.0,CONTACT,MIR
83.4,-5.9517,0.1984,CONTACT,MIR
83.45,-6.1494,0.0,CONTACT,MIR
83.5,-6.0275,0.1991,CONTACT,MIR
83.55,-6.3222,0.0,CONTACT,MIR
83.6,-5.9756,0.1992,CONTACT,MIR
83.65,-5.9007,0.0,CONTACT,MIR
83.7,-6.0362,0.1988,CONTACT,MIR
83.75,-6.3162,0.0,CONTACT,MIR
83.8,-5.7955,0.1932,CONTACT,MIR
83.85,-5.9158,0.0,CONTACT,MIR
83.9,-6.1339,0.1955,CONTACT,MIR
83.95,-6.0429,0.0,CONTACT,MIR
84.0,-6.2869,0.1904,CONTACT,MIR
84.05,-6.1786,0.0,CONTACT,MIR
84.1,-6.0811,0.1973,CONTACT,MIR
84.15,-5.7175,0.0,CONTACT,MIR
84.2,-6.0911,0.197,CONTACT,MIR
84.25,-5.8428,0.0,CONTACT,MIR
84.3,-6.0785,0.1974,CONTACT,MIR
84.35,-5.9244,0.0,CONTACT,MIR
84.4,-6.0023,0.1999,CONTACT,MIR
84.45,-5.8023,0.0,CONTACT,MIR
84.5,-6.0839,0.1972,CONTACT,MIR
84.55,-6.296,0.0,CONTACT,MIR
84.6,-6.2579,0.1914,CONTACT,MIR
84.65,-6.0657,0.0,CONTACT,MIR
84.7,-6.2091,0.193,CONTACT,MIR
84.75,-5.8663,0.0,CONTACT,MIR
84.8,-6.0415,0.0,CONTACT,MIR
84.85,-5.4734,0.1824,CONTACT,MIR
84.9,-6.3189,0.0,CONTACT,MIR
84.95,-5.9307,0.1977,CONTACT,MIR
85.0,-6.1887,0.0,CONTACT,MIR
85.05,-6.0618,0.0,CONTACT,MIR
85.1,-5.9348,0.1978,CONTACT,MIR
85.15,-6.4208,0.0,CONTACT,MIR
85.2,-5.9083,0.0,CONTACT,MIR
85.25,-5.5751,0.1858,CONTACT,MIR
85.3,-6.0501,0.0,CONTACT,MIR
85.35,-5.9074,0.1969,CONTACT,MIR
85.4,-5.7562,0.0,CONTACT,MIR
85.45,-5.994,0.0,CONTACT,MIR
85.5,-6.0774,0.1974,CONTACT,MIR
85.55,-6.4233,0.0,CONTACT,MIR
85.6,-5.8399,0.0,CONTACT,MIR
85.65,-5.9907,0.1997,CONTACT,MIR
85.7,-6.1605,0.0,CONTACT,MIR
85.75,-5.9326,0.0,CONTACT,MIR
85.8,-6.0747,0.1975,CONTACT,MIR
85.85,-6.0569,0.0,CONTACT,MIR
85.9,-5.83,0.0,CONTACT,MIR
85.95,-6.2189,0.1927,CONTACT,MIR
86.0,-5.7375,0.0,CONTACT,MIR
86.05,-6.2265,0.0,CONTACT,MIR
86.1,-6.0795,0.1973,CONTACT,MIR
86.15,-5.5607,0.0,CONTACT,MIR
86.2,-5.7198,0.0,CONTACT,MIR
86.25,-5.9257,0.1975,CONTACT,MIR
86.3,-6.1651,0.0,CONTACT,MIR
86.35,-6.0829,0.0,CONTACT,MIR
86.4,-5.9624,0.1987,CONTACT,MIR
86.45,-5.9611,0.0,CONTACT,MIR
86.5,-5.9868,0.0,CONTACT,MIR
