time_s,fz_N,velocity_mps,state,surface
28.85,-5.7291,0.0,CONTACT,MIR
28.9,-6.0291,0.0,CONTACT,MIR
28.95,-5.906,0.0,CONTACT,MIR
29.0,-6.4606,0.1846,CONTACT,MIR
29.05,-6.2049,0.0,CONTACT,MIR
29.1,-6.0324,0.0,CONTACT,MIR
29.15,-6.1881,0.0,CONTACT,MIR
29.2,-5.8308,0.1944,CONTACT,MIR
29.25,-5.5639,0.0,CONTACT,MIR
29.3,-6.1987,0.0,CONTACT,MIR
29.35,-6.1309,0.0,CONTACT,MIR
29.4,-5.9163,0.1972,CONTACT,MIR
29.45,-5.6488,0.0,CONTACT,MIR
29.5,-6.2155,0.0,CONTACT,MIR
29.55,-5.9212,0.0,CONTACT,MIR
29.6,-5.6068,0.1869,CONTACT,MIR
29.65,-6.3257,0.0,CONTACT,MIR
29.7,-6.2515,0.0,CONTACT,MIR
29.75,-6.08,0.0,CONTACT,MIR
29.8,-6.0994,0.1967,CONTACT,MIR
29.85,-5.8025,0.0,CONTACT,MIR
29.9,-5.9167,0.0,CONTACT,MIR
29.95,-6.32,0.0,CONTACT,MIR
30.0,-5.862,0.1954,CONTACT,MIR
30.05,-6.0845,0.0,CONTACT,MIR
30.1,-5.7141,0.0,CONTACT,MIR
30.15,-6.0945,0.0,CONTACT,MIR
30.2,-6.0963,0.1968,CONTACT,MIR
30.25,-5.8612,0.0,CONTACT,MIR
30.3,-5.8168,0.0,CONTACT,MIR
30.35,-5.8798,0.0,CONTACT,MIR
30.4,-6.3065,0.1898,CONTACT,MIR
30.45,-5.8672,0.0,CONTACT,MIR
30.5,-6.1817,0.0,CONTACT,MIR
30.55,-5.9278,0.0,CONTACT,MIR
30.6,-6.2596,0.1913,CONTACT,MIR
30.65,-5.8761,0.0,CONTACT,MIR
30.7,-6.1267,0.0,CONTACT,MIR
30.75,-6.2219,0.0,CONTACT,MIR
30.8,-5.8226,0.1941,CONTACT,MIR
30.85,-5.9152,0.0,CONTACT,MIR
30.9,-6.0863,0.0,CONTACT,MIR
30.95,-5.6733,0.0,CONTACT,MIR
31.0,-6.0516,0.1983,CONTACT,MIR
31.05,-5.968,0.0,CONTACT,MIR
31.1,-5.9207,0.0,CONTACT,MIR
31.15,-6.0984,0.0,CONTACT,MIR
31.2,-5.8802,0.196,CONTACT,MIR
31.25,-6.0864,0.0,CONTACT,MIR
31.3,-6.0621,0.0,CONTACT,MIR
31.35,-5.7072,0.0,CONTACT,MIR
31.4,-6.1879,0.1937,CONTACT,MIR
31.45,-6.4606,0.0,CONTACT,MIR
31.5,-5.6558,0.0,CONTACT,MIR
31.55,-5.4681,0.0,CONTACT,MIR
31.6,-6.0591,0.198,CONTACT,MIR
31.65,-6.3796,0.0,CONTACT,MIR
31.7,-6.0544,0.0,CONTACT,MIR
31.75,-6.0495,0.0,CONTACT,MIR
31.8,-6.0302,0.199,CONTACT,MIR
31.85,-6.1944,0.0,CONTACT,MIR
31.9,-5.8558,0.0,CONTACT,MIR
31.95,-5.8668,0.0,CONTACT,MIR
32.0,-6.2706,0.191,CONTACT,MIR
32.05,-5.8244,0.0,CONTACT,MIR
32.1,-5.5537,0.0,CONTACT,MIR
32.15,-5.9298,0.0,CONTACT,MIR
32.2,-6.0317,0.1989,CONTACT,MIR
32.25,-6.019,0.0,CONTACT,MIR
32.3,-5.8676,0.0,CONTACT,MIR
32.35,-6.3368,0.0,CONTACT,MIR
32.4,-5.9578,0.1986,CONTACT,MIR
32.45,-6.0615,0.0,CONTACT,MIR
32.5,-5.6138,0.0,CONTACT,MIR
32.55,-6.0182,0.0,CONTACT,MIR
32.6,-5.6498,0.1883,CONTACT,MIR
32.65,-6.2304,0.0,CONTACT,MIR
32.7,-5.8922,0.0,CONTACT,MIR
32.75,-5.9458,0.0,CONTACT,MIR
32.8,-6.1835,0.1939,CONTACT,MIR
32.85,-5.9641,0.0,CONTACT,MIR
32.9,-5.7571,0.0,CONTACT,MIR
32.95,-6.0643,0.0,CONTACT,MIR
33.0,-6.338,0.1887,CONTACT,MIR
33.05,-5.9982,0.0,CONTACT,MIR
33.1,-6.1751,0.0,CONTACT,MIR
33.15,-6.0631,0.0,CONTACT,MIR
33.2,-6.011,0.1996,CONTACT,MIR
33.25,-6.3259,0.0,CONTACT,MIR
33.3,-6.3079,0.0,CONTACT,MIR
33.35,-5.8883,0.0,CONTACT,MIR
33.4,-6.0893,0.197,CONTACT,MIR
33.45,-6.4732,0.0,CONTACT,MIR
33.5,-5.8033,0.0,CONTACT,MIR
33.55,-5.9058,0.0,CONTACT,MIR
33.6,-6.1031,0.1966,CONTACT,MIR
33.65,-6.2122,0.0,CONTACT,MIR
33.7,-5.7817,0.0,CONTACT,MIR
33.75,-5.879,0.0,CONTACT,MIR
33.8,-5.4724,0.1824,CONTACT,MIR
33.85,-5.891,0.0,CONTACT,MIR
33.9,-5.8975,0.0,CONTACT,MIR
33.95,-6.0084,0.0,CONTACT,MIR
34.0,-5.8117,0.1937,CONTACT,MIR
34.05,-5.8657,0.0,CONTACT,MIR
34.1,-5.7404,0.0,CONTACT,MIR
34.15,-6.095,0.0,CONTACT,MIR
34.2,-6.0778,0.1974,CONTACT,MIR
34.25,-6.0954,0.0,CONTACT,MIR
34.3,-5.8414,0.0,CONTACT,MIR
34.35,-5.6999,0.0,CONTACT,MIR
34.4,-6.0913,0.197,CONTACT,MIR
34.45,-6.0954,0.0,CONTACT,MIR
34.5,-5.9476,0.0,CONTACT,MIR
34.55,-6.0596,0.0,CONTACT,MIR
34.6,-5.82,0.194,CONTACT,MIR
34.65,-6.4639,0.0,CONTACT,MIR
34.7,-6.1789,0.0,CONTACT,MIR
34.75,-6.17,0.0,CONTACT,MIR
34.8,-6.4776,0.1841,CONTACT,MIR
34.85,-6.1546,0.0,CONTACT,MIR
34.9,-6.1449,0.0,CONTACT,MIR
34.95,-6.0021,0.0,CONTACT,MIR
35.0,-5.7393,0.1913,CONTACT,MIR
35.05,-6.0093,0.0,CONTACT,MIR
35.1,-6.1664,0.0,CONTACT,MIR
35.15,-5.9717,0.0,CONTACT,MIR
35.2,-5.7504,0.1917,CONTACT,MIR
35.25,-6.1596,0.0,CONTACT,MIR
35.3,-6.1465,0.0,CONTACT,MIR
35.35,-5.8527,0.0,CONTACT,MIR
35.4,-6.0087,0.1997,CONTACT,MIR
35.45,-5.8282,0.0,CONTACT,MIR
35.5,-5.9604,0.0,CONTACT,MIR
35.55,-5.8173,0.0,CONTACT,MIR
35.6,-6.1647,0.1945,CONTACT,MIR
35.65,-5.9693,0.0,CONTACT,MIR
35.7,-6.009,0.0,CONTACT,MIR
35.75,-6.21,0.0,CONTACT,MIR
35.8,-6.2795,0.1907,CONTACT,MIR
35.85,-5.811,0.0,CONTACT,MIR
35.9,-6.0183,0.0,CONTACT,MIR
35.95,-6.1526,0.0,CONTACT,MIR
36.0,-5.9674,0.1989,CONTACT,MIR
36.05,-5.7246,0.0,CONTACT,MIR
36.1,-6.4063,0.0,CONTACT,MIR
36.15,-6.2495,0.0,CONTACT,MIR
36.2,-6.1347,0.1955,CONTACT,MIR
36.25,-5.6373,0.0,CONTACT,MIR
36.3,-5.873,0.0,CONTACT,MIR
36.35,-5.7761,0.0,CONTACT,MIR
36.4,-6.1576,0.1947,CONTACT,MIR
36.45,-6.1757,0.0,CONTACT,MIR
36.5,-5.8622,0.0,CONTACT,MIR
36.55,-5.9401,0.0,CONTACT,MIR
36.6,-5.842,0.1947,CONTACT,MIR
36.65,-5.9965,0.0,CONTACT,MIR
36.7,-5.9034,0.0,CONTACT,MIR
36.75,-5.9274,0.0,CONTACT,MIR
36.8,-5.8034,0.1934,CONTACT,MIR
36.85,-5.8124,0.0,CONTACT,MIR
36.9,-6.2977,0.0,CONTACT,MIR
36.95,-6.4232,0.0,CONTACT,MIR
37.0,-5.7734,0.1924,CONTACT,MIR
37.05,-5.7239,0.0,CONTACT,MIR
37.1,-6.1656,0.0,CONTACT,MIR
37.15,-6.3335,0.0,CONTACT,MIR
37.2,-5.9417,0.1981,CONTACT,MIR
37.25,-5.7687,0.0,CONTACT,MIR
37.3,-5.5954,0.0,CONTACT,MIR
37.35,-5.8516,0.0,CONTACT,MIR
37.4,-6.0292,0.199,CONTACT,MIR
37.45,-6.1637,0.0,CONTACT,MIR
37.5,-5.9828,0.0,CONTACT,MIR
37.55,-6.045,0.0,CONTACT,MIR
37.6,-6.1881,0.1937,CONTACT,MIR
37.65,-5.5602,0.0,CONTACT,MIR
37.7,-5.6129,0.0,CONTACT,MIR
37.75,-5.7427,0.0,CONTACT,MIR
37.8,-6.1541,0.1949,CONTACT,MIR
37.85,-5.8361,0.0,CONTACT,MIR
37.9,-5.8792,0.0,CONTACT,MIR
37.95,-5.9186,0.0,CONTACT,MIR
38.0,-5.7572,0.1919,CONTACT,MIR
38.05,-5.9044,0.0,CONTACT,MIR
38.1,-5.8835,0.0,CONTACT,MIR
38.15,-5.9041,0.0,CONTACT,MIR
38.2,-5.9633,0.1988,CONTACT,MIR
38.25,-6.402,0.0,CONTACT,MIR
38.3,-6.0285,0.0,CONTACT,MIR
38.35,-6.1565,0.0,CONTACT,MIR
38.4,-6.3012,0.19,CONTACT,MIR
38.45,-5.6734,0.0,CONTACT,MIR
38.5,-5.6639,0.0,CONTACT,MIR
38.55,-5.7379,0.0,CONTACT,MIR
38.6,-5.9587,0.1986,CONTACT,MIR
38.65,-5.7783,0.0,CONTACT,MIR
38.7,-6.046,0.0,CONTACT,MIR
38.75,-6.0078,0.0,CONTACT,MIR
38.8,-6.2671,0.1911,CONTACT,MIR
38.85,-5.965,0.0,CONTACT,MIR
38.9,-6.0323,0.0,CONTACT,MIR
38.95,-6.3049,0.0,CONTACT,MIR
39.0,-6.0547,0.1982,CONTACT,MIR
39.05,-6.0461,0.0,CONTACT,MIR
39.1,-5.6706,0.0,CONTACT,MIR
39.15,-5.8513,0.0,CONTACT,MIR
39.2,-6.0278,0.1991,CONTACT,MIR
39.25,-5.9965,0.0,CONTACT,MIR
39.3,-6.0375,0.0,CONTACT,MIR
39.35,-6.0869,0.1971,CONTACT,MIR
39.4,-6.258,0.0,CONTACT,MIR
39.45,-6.0717,0.0,CONTACT,MIR
39.5,-6.1907,0.1936,CONTACT,MIR
39.55,-6.2707,0.0,CONTACT,MIR
39.6,-5.9184,0.0,CONTACT,MIR
39.65,-5.9424,0.1981,CONTACT,MIR
39.7,-6.3727,0.0,CONTACT,MIR
39.75,-6.0399,0.0,CONTACT,MIR
39.8,-5.8163,0.1939,CONTACT,MIR
39.85,-5.7944,0.0,CONTACT,MIR
39.9,-5.8011,0.0,CONTACT,MIR
39.95,-5.9985,0.1999,CONTACT,MIR
40.0,-6.1915,0.0,CONTACT,MIR
40.05,-6.2392,0.0,CONTACT,MIR
40.1,-5.9536,0.1985,CONTACT,MIR
40.15,-5.9313,0.0,CONTACT,MIR
40.2,-5.7496,0.0,CONTACT,MIR
40.25,-5.7871,0.1929,CONTACT,MIR
40.3,-6.0548,0.0,CONTACT,MIR
40.35,-6.2772,0.0,CONTACT,MIR
40.4,-6.0922,0.1969,CONTACT,MIR
40.45,-5.968,0.0,CONTACT,MIR
40.5,-6.0518,0.0,CONTACT,MIR
40.55,-6.127,0.1958,CONTACT,MIR
40.6,-5.955,0.0,CONTACT,MIR
40.65,-6.1063,0.0,CONTACT,MIR
40.7,-6.1312,0.1956,CONTACT,MIR
40.75,-5.9356,0.0,CONTACT,MIR
40.8,-6.0782,0.0,CONTACT,MIR
40.85,-5.949,0.1983,CONTACT,MIR
40.9,-5.9447,0.0,CONTACT,MIR
40.95,-6.2272,0.0,CONTACT,MIR
41.0,-6.0956,0.1968,CONTACT,MIR
41.05,-5.7011,0.0,CONTACT,MIR
41.1,-6.2211,0.0,CONTACT,MIR
41.15,-6.412,0.1863,CONTACT,MIR
41.2,-6.3476,0.0,CONTACT,MIR
41.25,-5.9694,0.0,CONTACT,MIR
41.3,-5.9691,0.199,CONTACT,MIR
41.35,-5.9873,0.0,CONTACT,MIR
41.4,-5.721,0.0,CONTACT,MIR
41.45,-6.4984,0.1834,CONTACT,MIR
41.5,-5.8764,0.0,CONTACT,MIR
41.55,-5.6433,0.0,CONTACT,MIR
41.6,-6.1811,0.194,CONTACT,MIR
41.65,-6.0435,0.0,CONTACT,MIR
41.7,-6.1181,0.0,CONTACT,MIR
41.75,-6.1464,0.1951,CONTACT,MIR
41.8,-6.0205,0.0,CONTACT,MIR
41.85,-5.6697,0.0,CONTACT,MIR
41.9,-5.5877,0.1863,CONTACT,MIR
41.95,-6.0513,0.0,CONTACT,MIR
42.0,-5.6031,0.0,CONTACT,MIR
42.05,-5.977,0.1992,CONTACT,MIR
42.1,-5.6481,0.0,CONTACT,MIR
42.15,-6.0175,0.0,CONTACT,MIR
42.2,-5.9726,0.1991,CONTACT,MIR
42.25,-5.9402,0.0,CONTACT,MIR
42.3,-5.3775,0.0,CONTACT,MIR
42.35,-5.8431,0.1948,CONTACT,MIR
42.4,-6.1883,0.0,CONTACT,MIR
42.45,-5.8531,0.0,CONTACT,MIR
42.5,-6.1192,0.196,CONTACT,MIR
42.55,-6.1384,0.0,CONTACT,MIR
42.6,-5.8587,0.0,CONTACT,MIR
42.65,-6.0342,0.1989,CONTACT,MIR
42.7,-5.9835,0.0,CONTACT,MIR
42.75,-6.0364,0.0,CONTACT,MIR
42.8,-5.9719,0.1991,CONTACT,MIR
42.85,-5.9545,0.0,CONTACT,MIR
42.9,-6.4269,0.0,CONTACT,MIR
42.95,-5.9062,0.1969,CONTACT,MIR
43.0,-6.2244,0.0,CONTACT,MIR
43.05,-6.3165,0.0,CONTACT,MIR
43.1,-6.0397,0.1987,CONTACT,MIR
43.15,-5.988,0.0,CONTACT,MIR
43.2,-6.1435,0.0,CONTACT,MIR
43.25,-5.8386,0.1946,CONTACT,MIR
43.3,-6.2744,0.0,CONTACT,MIR
43.35,-6.0874,0.0,CONTACT,MIR
43.4,-6.123,0.1959,CONTACT,MIR
43.45,-5.9959,0.0,CONTACT,MIR
43.5,-5.9308,0.0,CONTACT,MIR
43.55,-6.1882,0.1937,CONTACT,MIR
43.6,-5.8371,0.0,CONTACT,MIR
43.65,-5.9694,0.0,CONTACT,MIR
43.7,-6.3604,0.188,CONTACT,MIR
43.75,-6.367,0.0,CONTACT,MIR
43.8,-5.9778,0.0,CONTACT,MIR
43.85,-6.0195,0.1993,CONTACT,MIR
43.9,-5.9814,0.0,CONTACT,MIR
43.95,-5.9663,0.0,CONTACT,MIR
44.0,-5.9156,0.1972,CONTACT,MIR
44.05,-5.7767,0.0,CONTACT,MIR
44.1,-6.1884,0.0,CONTACT,MIR
44.15,-6.2006,0.1933,CONTACT,MIR
44.2,-6.1783,0.0,CONTACT,MIR
44.25,-5.9018,0.0,CONTACT,MIR
44.3,-5.7106,0.1904,CONTACT,MIR
44.35,-6.0542,0.0,CONTACT,MIR
44.4,-6.4683,0.0,CONTACT,MIR
44.45,-6.3088,0.1897,CONTACT,MIR
44.5,-6.1013,0.0,CONTACT,MIR
44.55,-6.0463,0.0,CONTACT,MIR
44.6,-6.0164,0.1995,CONTACT,MIR
44.65,-5.9204,0.0,CONTACT,MIR
44.7,-5.9905,0.0,CONTACT,MIR
44.75,-5.7183,0.1906,CONTACT,MIR
44.8,-6.0782,0.0,CONTACT,MIR
44.85,-6.1154,0.0,CONTACT,MIR
44.9,-5.8472,0.1949,CONTACT,MIR
44.95,-6.2485,0.0,CONTACT,MIR
45.0,-5.8634,0.0,CONTACT,MIR
45.05,-5.9208,0.1974,CONTACT,MIR
45.1,-5.9695,0.0,CONTACT,MIR
45.15,-5.6224,0.0,CONTACT,MIR
45.2,-6.0645,0.0,CONTACT,MIR
45.25,-5.528,0.1843,CONTACT,MIR
45.3,-6.0178,0.0,CONTACT,MIR
45.35,-6.2281,0.0,CONTACT,MIR
45.4,-5.9587,0.0,CONTACT,MIR
45.45,-6.1879,0.1937,CONTACT,MIR
45.5,-6.1073,0.0,CONTACT,MIR
45.55,-5.8776,0.0,CONTACT,MIR
45.6,-5.8459,0.0,CONTACT,MIR
45.65,-6.0814,0.1973,CONTACT,MIR
45.7,-5.763,0.0,CONTACT,MIR
45.75,-5.729,0.0,CONTACT,MIR
45.8,-5.6732,0.0,CONTACT,MIR
45.85,-5.8546,0.1952,CONTACT,MIR
45.9,-5.727,0.0,CONTACT,MIR
45.95,-6.3758,0.0,CONTACT,MIR
46.0,-6.0633,0.0,CONTACT,MIR
46.05,-6.1731,0.1942,CONTACT,MIR
46.1,-5.9623,0.0,CONTACT,MIR
46.15,-6.1004,0.0,CONTACT,MIR
46.2,-6.0194,0.0,CONTACT,MIR
46.25,-5.6097,0.187,CONTACT,MIR
46.3,-6.0324,0.0,CONTACT,MIR
46.35,-5.9157,0.0,CONTACT,MIR
46.4,-6.0449,0.0,CONTACT,MIR
46.45,-5.9833,0.1994,CONTACT,MIR
46.5,-5.9982,0.0,CONTACT,MIR
46.55,-5.9097,0.0,CONTACT,MIR
46.6,-5.7663,0.0,CONTACT,MIR
46.65,-5.6699,0.189,CONTACT,MIR
46.7,-5.9637,0.0,CONTACT,MIR
46.75,-5.9077,0.0,CONTACT,MIR
46.8,-6.2558,0.0,CONTACT,MIR
46.85,-6.0432,0.1986,CONTACT,MIR
46.9,-5.8308,0.0,CONTACT,MIR
46.95,-5.8456,0.0,CONTACT,MIR
47.0,-5.9765,0.0,CONTACT,MIR
47.05,-5.8415,0.1947,CONTACT,MIR
47.1,-5.9409,0.0,CONTACT,MIR
47.15,-5.799,0.0,CONTACT,MIR
47.2,-5.9812,0.0,CONTACT,MIR
47.25,-6.1102,0.1963,CONTACT,MIR
47.3,-5.9786,0.0,CONTACT,MIR
47.35,-6.6319,0.0,CONTACT,MIR
47.4,-5.9692,0.0,CONTACT,MIR
47.45,-6.7755,0.1742,CONTACT,MIR
47.5,-6.3363,0.0,CONTACT,MIR
47.55,-5.9012,0.0,CONTACT,MIR
47.6,-5.8961,0.0,CONTACT,MIR
47.65,-6.2241,0.1925,CONTACT,MIR
47.7,-6.1197,0.0,CONTACT,MIR
47.75,-5.7032,0.0,CONTACT,MIR
47.8,-6.0741,0.0,CONTACT,MIR
47.85,-5.5287,0.1843,CONTACT,MIR
47.9,-6.0006,0.0,CONTACT,MIR
47.95,-5.9186,0.0,CONTACT,MIR
48.0,-5.6769,0.0,CONTACT,MIR
48.05,-5.974,0.1991,CONTACT,MIR
48.1,-6.2179,0.0,CONTACT,MIR
48.15,-6.0394,0.0,CONTACT,MIR
48.2,-6.0246,0.0,CONTACT,MIR
48.25,-6.2904,0.1903,CONTACT,MIR
48.3,-6.0457,0.0,CONTACT,MIR
48.35,-6.143,0.0,CONTACT,MIR
48.4,-5.8097,0.0,CONTACT,MIR
48.45,-5.9876,0.1996,CONTACT,MIR
48.5,-6.0517,0.0,CONTACT,MIR
48.55,-6.0163,0.0,CONTACT,MIR
48.6,-5.9505,0.0,CONTACT,MIR
48.65,-5.8717,0.1957,CONTACT,MIR
48.7,-6.1959,0.1935,CONTACT,MIR
48.75,-6.2033,0.1932,CONTACT,MIR
48.8,-5.7708,0.1924,CONTACT,MIR
48.85,-6.0746,0.1975,CONTACT,MIR
48.9,-6.2739,0.1909,CONTACT,MIR
48.95,-5.89,0.0,CONTACT,MIR
49.0,-5.8861,0.0,CONTACT,MIR
49.05,-6.2849,0.1905,CONTACT,MIR
49.1,-5.9304,0.0,CONTACT,MIR
49.15,-5.8292,0.0,CONTACT,MIR
49.2,-5.9014,0.1967,CONTACT,MIR
49.25,-5.8635,0.0,CONTACT,MIR
49.3,-6.2707,0.0,CONTACT,MIR
49.35,-5.9237,0.1975,CONTACT,MIR
49.4,-6.0481,0.0,CONTACT,MIR
49.45,-6.0841,0.0,CONTACT,MIR
49.5,-5.8135,0.1938,CONTACT,MIR
49.55,-5.6939,0.0,CONTACT,MIR
49.6,-5.6309,0.0,CONTACT,MIR
49.65,-5.7268,0.1909,CONTACT,MIR
49.7,-6.0496,0.0,CONTACT,MIR
49.75,-5.9571,0.0,CONTACT,MIR
49.8,-5.8743,0.1958,CONTACT,MIR
49.85,-6.0082,0.0,CONTACT,MIR
49.9,-6.0063,0.0,CONTACT,MIR
49.95,-5.8677,0.1956,CONTACT,MIR
50.0,-6.049,0.0,CONTACT,MIR
50.05,-6.183,0.0,CONTACT,MIR
50.1,-6.12,0.196,CONTACT,MIR
50.15,-5.8963,0.0,CONTACT,MIR
50.2,-6.0225,0.0,CONTACT,MIR
50.25,-5.955,0.1985,CONTACT,MIR
50.3,-5.8941,0.0,CONTACT,MIR
50.35,-6.1031,0.0,CONTACT,MIR
50.4,-5.8769,0.1959,CONTACT,MIR
50.45,-5.9574,0.0,CONTACT,MIR
50.5,-6.2801,0.0,CONTACT,MIR
50.55,-5.7447,0.1915,CONTACT,MIR
50.6,-6.134,0.0,CONTACT,MIR
50.65,-6.3649,0.0,CONTACT,MIR
50.7,-6.2429,0.1919,CONTACT,MIR
50.75,-6.2084,0.0,CONTACT,MIR
50.8,-5.9938,0.0,CONTACT,MIR
50.85,-6.059,0.198,CONTACT,MIR
50.9,-6.0611,0.0,CONTACT,MIR
50.95,-5.8698,0.0,CONTACT,MIR
51.0,-5.9258,0.1975,CONTACT,MIR
51.05,-5.9363,0.0,CONTACT,MIR
51.1,-5.9175,0.0,CONTACT,MIR
51.15,-5.8763,0.1959,CONTACT,MIR
51.2,-6.4319,0.0,CONTACT,MIR
51.25,-6.0832,0.0,CONTACT,MIR
51.3,-6.4463,0.1851,CONTACT,MIR
51.35,-5.9646,0.0,CONTACT,MIR
51.4,-5.9728,0.0,CONTACT,MIR
51.45,-5.7627,0.1921,CONTACT,MIR
51.5,-5.7463,0.0,CONTACT,MIR
51.55,-5.9433,0.0,CONTACT,MIR
51.6,-6.0839,0.1972,CONTACT,MIR
51.65,-5.8959,0.0,CONTACT,MIR
51.7,-6.0985,0.0,CONTACT,MIR
51.75,-5.9932,0.1998,CONTACT,MIR
51.8,-5.7962,0.0,CONTACT,MIR
51.85,-6.1049,0.0,CONTACT,MIR
51.9,-5.8322,0.1944,CONTACT,MIR
51.95,-5.8686,0.0,CONTACT,MIR
52.0,-6.195,0.0,CONTACT,MIR
52.05,-5.8093,0.1936,CONTACT,MIR
52.1,-5.8694,0.0,CONTACT,MIR
52.15,-5.9888,0.0,CONTACT,MIR
52.2,-6.1616,0.1946,CONTACT,MIR
52.25,-6.1802,0.0,CONTACT,MIR
52.3,-6.1159,0.0,CONTACT,MIR
52.35,-5.8998,0.1967,CONTACT,MIR
52.4,-6.1916,0.0,CONTACT,MIR
52.45,-5.913,0.0,CONTACT,MIR
52.5,-6.2489,0.1917,CONTACT,MIR
52.55,-6.0272,0.0,CONTACT,MIR
52.6,-5.9644,0.0,CONTACT,MIR
52.65,-5.4973,0.1832,CONTACT,MIR
52.7,-6.2823,0.0,CONTACT,MIR
52.75,-5.7124,0.0,CONTACT,MIR
52.8,-5.9768,0.1992,CONTACT,MIR
52.85,-5.9257,0.0,CONTACT,MIR
52.9,-5.9843,0.0,CONTACT,MIR
52.95,-5.919,0.1973,CONTACT,MIR
53.0,-6.0455,0.0,CONTACT,MIR
53.05,-5.724,0.0,CONTACT,MIR
53.1,-6.1061,0.1965,CONTACT,MIR
53.15,-5.7933,0.0,CONTACT,MIR
53.2,-6.1486,0.0,CONTACT,MIR
53.25,-6.0318,0.1989,CONTACT,MIR
53.3,-6.2352,0.0,CONTACT,MIR
53.35,-5.9298,0.0,CONTACT,MIR
53.4,-5.7318,0.1911,CONTACT,MIR
53.45,-6.0404,0.0,CONTACT,MIR
53.5,-6.0643,0.0,CONTACT,MIR
53.55,-6.2479,0.1917,CONTACT,MIR
53.6,-6.0567,0.0,CONTACT,MIR
53.65,-6.3294,0.0,CONTACT,MIR
53.7,-6.1934,0.1936,CONTACT,MIR
53.75,-5.9423,0.0,CONTACT,MIR
53.8,-5.7239,0.0,CONTACT,MIR
53.85,-5.4258,0.1809,CONTACT,MIR
53.9,-6.1413,0.0,CONTACT,MIR
53.95,-5.7369,0.0,CONTACT,MIR
54.0,-5.9752,0.1992,CONTACT,MIR
54.05,-6.0601,0.0,CONTACT,MIR
54.1,-5.9433,0.0,CONTACT,MIR
54.15,-6.0175,0.1994,CONTACT,MIR
54.2,-6.0069,0.0,CONTACT,MIR
54.25,-6.1107,0.0,CONTACT,MIR
54.3,-6.3086,0.1897,CONTACT,MIR
54.35,-6.3207,0.0,CONTACT,MIR
54.4,-5.8813,0.0,CONTACT,MIR
54.45,-6.0673,0.1978,CONTACT,MIR
54.5,-6.1204,0.0,CONTACT,MIR
54.55,-5.9995,0.0,CONTACT,MIR
54.6,-5.8422,0.1947,CONTACT,MIR
54.65,-5.9666,0.0,CONTACT,MIR
54.7,-6.1339,0.0,CONTACT,MIR
54.75,-5.7574,0.1919,CONTACT,MIR
54.8,-5.6925,0.0,CONTACT,MIR
54.85,-5.9095,0.0,CONTACT,MIR
54.9,-5.8137,0.1938,CONTACT,MIR
54.95,-5.7834,0.0,CONTACT,MIR
55.0,-5.8057,0.0,CONTACT,MIR
55.05,-5.9089,0.197,CONTACT,MIR
55.1,-5.9322,0.0,CONTACT,MIR
55.15,-5.9479,0.0,CONTACT,MIR
55.2,-6.2713,0.191,CONTACT,MIR
55.25,-5.9056,0.0,CONTACT,MIR
55.3,-6.3169,0.0,CONTACT,MIR
55.35,-6.2047,0.1932,CONTACT,MIR
55.4,-5.768,0.0,CONTACT,MIR
55.45,-5.8606,0.0,CONTACT,MIR
55.5,-5.7312,0.191,CONTACT,MIR
55.55,-6.1086,0.0,CONTACT,MIR
55.6,-6.2847,0.0,CONTACT,MIR
55.65,-6.1024,0.1966,CONTACT,MIR
55.7,-6.0141,0.0,CONTACT,MIR
55.75,-6.0187,0.0,CONTACT,MIR
55.8,-5.8077,0.1936,CONTACT,MIR
55.85,-6.1131,0.0,CONTACT,MIR
55.9,-5.9704,0.0,CONTACT,MIR
55.95,-6.2386,0.192,CONTACT,MIR
56.0,-5.9379,0.0,CONTACT,MIR
56.05,-6.0273,0.0,CONTACT,MIR
56.1,-6.1779,0.1941,CONTACT,MIR
56.15,-6.0694,0.0,CONTACT,MIR
56.2,-6.0591,0.0,CONTACT,MIR
56.25,-6.0763,0.1975,CONTACT,MIR
56.3,-5.6598,0.0,CONTACT,MIR
56.35,-6.0337,0.0,CONTACT,MIR
56.4,-6.0628,0.1979,CONTACT,MIR
56.45,-6.4433,0.0,CONTACT,MIR
56.5,-6.2026,0.0,CONTACT,MIR
56.55,-6.0764,0.1975,CONTACT,MIR
56.6,-6.1321,0.0,CONTACT,MIR
56.65,-5.7186,0.0,CONTACT,MIR
56.7,-6.0279,0.1991,CONTACT,MIR
56.75,-5.7421,0.0,CONTACT,MIR
56.8,-5.9874,0.0,CONTACT,MIR
56.85,-5.9923,0.1997,CONTACT,MIR
56.9,-6.0286,0.0,CONTACT,MIR
56.95,-6.0101,0.0,CONTACT,MIR
57.0,-5.6671,0.1889,CONTACT,MIR
57.05,-6.4866,0.0,CONTACT,MIR
57.1,-6.423,0.0,CONTACT,MIR
57.15,-6.1313,0.1956,CONTACT,MIR
57.2,-5.9781,0.0,CONTACT,MIR
57.25,-5.843,0.0,CONTACT,MIR
57.3,-5.8864,0.1962,CONTACT,MIR
57.35,-6.0696,0.0,CONTACT,MIR
57.4,-5.7889,0.0,CONTACT,MIR
57.45,-5.7867,0.1929,CONTACT,MIR
57.5,-5.9701,0.0,CONTACT,MIR
57.55,-5.8144,0.0,CONTACT,MIR
57.6,-5.9524,0.1984,CONTACT,MIR
57.65,-6.1297,0.0,CONTACT,MIR
57.7,-5.8779,0.0,CONTACT,MIR
